probe_type,electrode,shank,shank_col,shank_row,x_coord,y_coord
neuropixels 1.0 - 3B,315,0,1,157,32.0,3140.0
neuropixels 1.0 - 3B,316,0,0,158,16.0,3160.0
neuropixels 1.0 - 3B,317,0,1,158,48.0,3160.0
neuropixels 1.0 - 3B,318,0,0,159,0.0,3180.0
neuropixels 1.0 - 3B,319,0,1,159,32.0,3180.0
neuropixels 1.0 - 3B,320,0,0,160,16.0,3200.0
neuropixels 1.0 - 3B,321,0,1,160,48.0,3200.0
neuropixels 1.0 - 3B,322,0,0,161,0.0,3220.0
neuropixels 1.0 - 3B,323,0,1,161,32.0,3220.0
neuropixels 1.0 - 3B,324,0,0,162,16.0,3240.0
neuropixels 1.0 - 3B,325,0,1,162,48.0,3240.0
neuropixels 1.0 - 3B,326,0,0,163,0.0,3260.0
neuropixels 1.0 - 3B,327,0,1,163,32.0,3260.0
neuropixels 1.0 - 3B,328,0,0,164,16.0,3280.0
neuropixels 1.0 - 3B,329,0,1,164,48.0,3280.0
neuropixels 1.0 - 3B,330,0,0,165,0.0,3300.0
neuropixels 1.0 - 3B,331,0,1,165,32.0,3300.0
neuropixels 1.0 - 3B,332,0,0,166,16.0,3320.0
neuropixels 1.0 - 3B,333,0,1,166,48.0,3320.0
neuropixels 1.0 - 3B,334,0,0,167,0.0,3340.0
neuropixels 1.0 - 3B,335,0,1,167,32.0,3340.0
neuropixels 1.0 - 3B,336,0,0,168,16.0,3360.0
neuropixels 1.0 - 3B,337,0,1,168,48.0,3360.0
neuropixels 1.0 - 3B,338,0,0,169,0.0,3380.0
neuropixels 1.0 - 3B,339,0,1,169,32.0,3380.0
neuropixels 1.0 - 3B,340,0,0,170,16.0,3400.0
neuropixels 1.0 - 3B,341,0,1,170,48.0,3400.0
neuropixels 1.0 - 3B,342,0,0,171,0.0,3420.0
neuropixels 1.0 - 3B,343,0,1,171,32.0,3420.0
neuropixels 1.0 - 3B,344,0,0,172,16.0,3440.0
neuropixels 1.0 - 3B,345,0,1,172,48.0,3440.0
neuropixels 1.0 - 3B,346,0,0,173,0.0,3460.0
neuropixels 1.0 - 3B,347,0,1,173,32.0,3460.0
neuropixels 1.0 - 3B,348,0,0,174,16.0,3480.0
neuropixels 1.0 - 3B,349,0,1,174,48.0,3480.0
neuropixels 1.0 - 3B,350,0,0,175,0.0,3500.0
neuropixels 1.0 - 3B,351,0,1,175,32.0,3500.0
neuropixels 1.0 - 3B,352,0,0,176,16.0,3520.0
neuropixels 1.0 - 3B,353,0,1,176,48.0,3520.0
neuropixels 1.0 - 3B,354,0,0,177,0.0,3540.0
neuropixels 1.0 - 3B,355,0,1,177,32.0,3540.0
neuropixels 1.0 - 3B,356,0,0,178,16.0,3560.0
neuropixels 1.0 - 3B,357,0,1,178,48.0,3560.0
neuropixels 1.0 - 3B,358,0,0,179,0.0,3580.0
neuropixels 1.0 - 3B,359,0,1,179,32.0,3580.0
neuropixels 1.0 - 3B,360,0,0,180,16.0,3600.0
neuropixels 1.0 - 3B,361,0,1,180,48.0,3600.0
neuropixels 1.0 - 3B,362,0,0,181,0.0,3620.0
neuropixels 1.0 - 3B,363,0,1,181,32.0,3620.0
neuropixels 1.0 - 3B,364,0,0,182,16.0,3640.0
neuropixels 1.0 - 3B,365,0,1,182,48.0,3640.0
neuropixels 1.0 - 3B,366,0,0,183,0.0,3660.0
neuropixels 1.0 - 3B,367,0,1,183,32.0,3660.0
neuropixels 1.0 - 3B,368,0,0,184,16.0,3680.0
neuropixels 1.0 - 3B,369,0,1,184,48.0,3680.0
neuropixels 1.0 - 3B,370,0,0,185,0.0,3700.0
neuropixels 1.0 - 3B,371,0,1,185,32.0,3700.0
neuropixels 1.0 - 3B,372,0,0,186,16.0,3720.0
neuropixels 1.0 - 3B,373,0,1,186,48.0,3720.0
neuropixels 1.0 - 3B,374,0,0,187,0.0,3740.0
neuropixels 1.0 - 3B,375,0,1,187,32.0,3740.0
neuropixels 1.0 - 3B,376,0,0,188,16.0,3760.0
neuropixels 1.0 - 3B,377,0,1,188,48.0,3760.0
neuropixels 1.0 - 3B,378,0,0,189,0.0,3780.0
neuropixels 1.0 - 3B,379,0,1,189,32.0,3780.0
neuropixels 1.0 - 3B,380,0,0,190,16.0,3800.0
neuropixels 1.0 - 3B,381,0,1,190,48.0,3800.0
neuropixels 1.0 - 3B,382,0,0,191,0.0,3820.0
neuropixels 1.0 - 3B,383,0,1,191,32.0,3820.0
neuropixels 1.0 - 3B,384,0,0,192,16.0,3840.0
neuropixels 1.0 - 3B,385,0,1,192,48.0,3840.0
neuropixels 1.0 - 3B,386,0,0,193,0.0,3860.0
neuropixels 1.0 - 3B,387,0,1,193,32.0,3860.0
neuropixels 1.0 - 3B,388,0,0,194,16.0,3880.0
neuropixels 1.0 - 3B,389,0,1,194,48.0,3880.0
neuropixels 1.0 - 3B,390,0,0,195,0.0,3900.0
neuropixels 1.0 - 3B,391,0,1,195,32.0,3900.0
neuropixels 1.0 - 3B,392,0,0,196,16.0,3920.0
neuropixels 1.0 - 3B,393,0,1,196,48.0,3920.0
neuropixels 1.0 - 3B,394,0,0,197,0.0,3940.0
neuropixels 1.0 - 3B,395,0,1,197,32.0,3940.0
neuropixels 1.0 - 3B,396,0,0,198,16.0,3960.0
neuropixels 1.0 - 3B,397,0,1,198,48.0,3960.0
neuropixels 1.0 - 3B,398,0,0,199,0.0,3980.0
neuropixels 1.0 - 3B,399,0,1,199,32.0,3980.0
neuropixels 1.0 - 3B,400,0,0,200,16.0,4000.0
neuropixels 1.0 - 3B,401,0,1,200,48.0,4000.0
neuropixels 1.0 - 3B,402,0,0,201,0.0,4020.0
neuropixels 1.0 - 3B,403,0,1,201,32.0,4020.0
neuropixels 1.0 - 3B,404,0,0,202,16.0,4040.0
neuropixels 1.0 - 3B,405,0,1,202,48.0,4040.0
neuropixels 1.0 - 3B,406,0,0,203,0.0,4060.0
neuropixels 1.0 - 3B,407,0,1,203,32.0,4060.0
neuropixels 1.0 - 3B,408,0,0,204,16.0,4080.0
neuropixels 1.0 - 3B,409,0,1,204,48.0,4080.0
neuropixels 1.0 - 3B,410,0,0,205,0.0,4100.0
neuropixels 1.0 - 3B,411,0,1,205,32.0,4100.0
neuropixels 1.0 - 3B,412,0,0,206,16.0,4120.0
neuropixels 1.0 - 3B,413,0,1,206,48.0,4120.0
neuropixels 1.0 - 3B,414,0,0,207,0.0,4140.0
neuropixels 1.0 - 3B,415,0,1,207,32.0,4140.0
neuropixels 1.0 - 3B,416,0,0,208,16.0,4160.0
neuropixels 1.0 - 3B,417,0,1,208,48.0,4160.0
neuropixels 1.0 - 3B,418,0,0,209,0.0,4180.0
neuropixels 1.0 - 3B,419,0,1,209,32.0,4180.0
neuropixels 1.0 - 3B,420,0,0,210,16.0,4200.0
neuropixels 1.0 - 3B,421,0,1,210,48.0,4200.0
neuropixels 1.0 - 3B,422,0,0,211,0.0,4220.0
neuropixels 1.0 - 3B,423,0,1,211,32.0,4220.0
neuropixels 1.0 - 3B,424,0,0,212,16.0,4240.0
neuropixels 1.0 - 3B,425,0,1,212,48.0,4240.0
neuropixels 1.0 - 3B,426,0,0,213,0.0,4260.0
neuropixels 1.0 - 3B,427,0,1,213,32.0,4260.0
neuropixels 1.0 - 3B,428,0,0,214,16.0,4280.0
neuropixels 1.0 - 3B,429,0,1,214,48.0,4280.0
neuropixels 1.0 - 3B,430,0,0,215,0.0,4300.0
neuropixels 1.0 - 3B,431,0,1,215,32.0,4300.0
neuropixels 1.0 - 3B,432,0,0,216,16.0,4320.0
neuropixels 1.0 - 3B,433,0,1,216,48.0,4320.0
neuropixels 1.0 - 3B,434,0,0,217,0.0,4340.0
neuropixels 1.0 - 3B,435,0,1,217,32.0,4340.0
neuropixels 1.0 - 3B,436,0,0,218,16.0,4360.0
neuropixels 1.0 - 3B,437,0,1,218,48.0,4360.0
neuropixels 1.0 - 3B,438,0,0,219,0.0,4380.0
neuropixels 1.0 - 3B,439,0,1,219,32.0,4380.0
neuropixels 1.0 - 3B,440,0,0,220,16.0,4400.0
neuropixels 1.0 - 3B,441,0,1,220,48.0,4400.0
neuropixels 1.0 - 3B,442,0,0,221,0.0,4420.0
neuropixels 1.0 - 3B,443,0,1,221,32.0,4420.0
neuropixels 1.0 - 3B,444,0,0,222,16.0,4440.0
neuropixels 1.0 - 3B,445,0,1,222,48.0,4440.0
neuropixels 1.0 - 3B,446,0,0,223,0.0,4460.0
neuropixels 1.0 - 3B,447,0,1,223,32.0,4460.0
neuropixels 1.0 - 3B,448,0,0,224,16.0,4480.0
neuropixels 1.0 - 3B,449,0,1,224,48.0,4480.0
neuropixels 1.0 - 3B,450,0,0,225,0.0,4500.0
neuropixels 1.0 - 3B,451,0,1,225,32.0,4500.0
neuropixels 1.0 - 3B,452,0,0,226,16.0,4520.0
neuropixels 1.0 - 3B,453,0,1,226,48.0,4520.0
neuropixels 1.0 - 3B,454,0,0,227,0.0,4540.0
neuropixels 1.0 - 3B,455,0,1,227,32.0,4540.0
neuropixels 1.0 - 3B,456,0,0,228,16.0,4560.0
neuropixels 1.0 - 3B,457,0,1,228,48.0,4560.0
neuropixels 1.0 - 3B,458,0,0,229,0.0,4580.0
neuropixels 1.0 - 3B,459,0,1,229,32.0,4580.0
neuropixels 1.0 - 3B,460,0,0,230,16.0,4600.0
neuropixels 1.0 - 3B,461,0,1,230,48.0,4600.0
neuropixels 1.0 - 3B,462,0,0,231,0.0,4620.0
neuropixels 1.0 - 3B,463,0,1,231,32.0,4620.0
neuropixels 1.0 - 3B,464,0,0,232,16.0,4640.0
neuropixels 1.0 - 3B,465,0,1,232,48.0,4640.0
neuropixels 1.0 - 3B,466,0,0,233,0.0,4660.0
neuropixels 1.0 - 3B,467,0,1,233,32.0,4660.0
neuropixels 1.0 - 3B,468,0,0,234,16.0,4680.0
neuropixels 1.0 - 3B,469,0,1,234,48.0,4680.0
neuropixels 1.0 - 3B,470,0,0,235,0.0,4700.0
neuropixels 1.0 - 3B,471,0,1,235,32.0,4700.0
neuropixels 1.0 - 3B,472,0,0,236,16.0,4720.0
neuropixels 1.0 - 3B,473,0,1,236,48.0,4720.0
neuropixels 1.0 - 3B,474,0,0,237,0.0,4740.0
neuropixels 1.0 - 3B,475,0,1,237,32.0,4740.0
neuropixels 1.0 - 3B,476,0,0,238,16.0,4760.0
neuropixels 1.0 - 3B,477,0,1,238,48.0,4760.0
neuropixels 1.0 - 3B,478,0,0,239,0.0,4780.0
neuropixels 1.0 - 3B,479,0,1,239,32.0,4780.0
neuropixels 1.0 - 3B,480,0,0,240,16.0,4800.0
neuropixels 1.0 - 3B,481,0,1,240,48.0,4800.0
neuropixels 1.0 - 3B,482,0,0,241,0.0,4820.0
neuropixels 1.0 - 3B,483,0,1,241,32.0,4820.0
neuropixels 1.0 - 3B,484,0,0,242,16.0,4840.0
neuropixels 1.0 - 3B,485,0,1,242,48.0,4840.0
neuropixels 1.0 - 3B,486,0,0,243,0.0,4860.0
neuropixels 1.0 - 3B,487,0,1,243,32.0,4860.0
neuropixels 1.0 - 3B,488,0,0,244,16.0,4880.0
neuropixels 1.0 - 3B,489,0,1,244,48.0,4880.0
neuropixels 1.0 - 3B,490,0,0,245,0.0,4900.0
neuropixels 1.0 - 3B,491,0,1,245,32.0,4900.0
neuropixels 1.0 - 3B,492,0,0,246,16.0,4920.0
neuropixels 1.0 - 3B,493,0,1,246,48.0,4920.0
neuropixels 1.0 - 3B,494,0,0,247,0.0,4940.0
neuropixels 1.0 - 3B,495,0,1,247,32.0,4940.0
neuropixels 1.0 - 3B,496,0,0,248,16.0,4960.0
neuropixels 1.0 - 3B,497,0,1,248,48.0,4960.0
neuropixels 1.0 - 3B,498,0,0,249,0.0,4980.0
neuropixels 1.0 - 3B,499,0,1,249,32.0,4980.0
neuropixels 1.0 - 3B,500,0,0,250,16.0,5000.0
neuropixels 1.0 - 3B,501,0,1,250,48.0,5000.0
neuropixels 1.0 - 3B,502,0,0,251,0.0,5020.0
neuropixels 1.0 - 3B,503,0,1,251,32.0,5020.0
neuropixels 1.0 - 3B,504,0,0,252,16.0,5040.0
neuropixels 1.0 - 3B,505,0,1,252,48.0,5040.0
neuropixels 1.0 - 3B,506,0,0,253,0.0,5060.0
neuropixels 1.0 - 3B,507,0,1,253,32.0,5060.0
neuropixels 1.0 - 3B,508,0,0,254,16.0,5080.0
neuropixels 1.0 - 3B,509,0,1,254,48.0,5080.0
neuropixels 1.0 - 3B,510,0,0,255,0.0,5100.0
neuropixels 1.0 - 3B,511,0,1,255,32.0,5100.0
neuropixels 1.0 - 3B,512,0,0,256,16.0,5120.0
neuropixels 1.0 - 3B,513,0,1,256,48.0,5120.0
neuropixels 1.0 - 3B,514,0,0,257,0.0,5140.0
neuropixels 1.0 - 3B,515,0,1,257,32.0,5140.0
neuropixels 1.0 - 3B,516,0,0,258,16.0,5160.0
neuropixels 1.0 - 3B,517,0,1,258,48.0,5160.0
neuropixels 1.0 - 3B,518,0,0,259,0.0,5180.0
neuropixels 1.0 - 3B,519,0,1,259,32.0,5180.0
neuropixels 1.0 - 3B,520,0,0,260,16.0,5200.0
neuropixels 1.0 - 3B,521,0,1,260,48.0,5200.0
neuropixels 1.0 - 3B,522,0,0,261,0.0,5220.0
neuropixels 1.0 - 3B,523,0,1,261,32.0,5220.0
neuropixels 1.0 - 3B,524,0,0,262,16.0,5240.0
neuropixels 1.0 - 3B,525,0,1,262,48.0,5240.0
neuropixels 1.0 - 3B,526,0,0,263,0.0,5260.0
neuropixels 1.0 - 3B,527,0,1,263,32.0,5260.0
neuropixels 1.0 - 3B,528,0,0,264,16.0,5280.0
neuropixels 1.0 - 3B,529,0,1,264,48.0,5280.0
neuropixels 1.0 - 3B,530,0,0,265,0.0,5300.0
neuropixels 1.0 - 3B,531,0,1,265,32.0,5300.0
neuropixels 1.0 - 3B,532,0,0,266,16.0,5320.0
neuropixels 1.0 - 3B,533,0,1,266,48.0,5320.0
neuropixels 1.0 - 3B,534,0,0,267,0.0,5340.0
neuropixels 1.0 - 3B,535,0,1,267,32.0,5340.0
neuropixels 1.0 - 3B,536,0,0,268,16.0,5360.0
neuropixels 1.0 - 3B,537,0,1,268,48.0,5360.0
neuropixels 1.0 - 3B,538,0,0,269,0.0,5380.0
neuropixels 1.0 - 3B,539,0,1,269,32.0,5380.0
neuropixels 1.0 - 3B,540,0,0,270,16.0,5400.0
neuropixels 1.0 - 3B,541,0,1,270,48.0,5400.0
neuropixels 1.0 - 3B,542,0,0,271,0.0,5420.0
neuropixels 1.0 - 3B,543,0,1,271,32.0,5420.0
neuropixels 1.0 - 3B,544,0,0,272,16.0,5440.0
neuropixels 1.0 - 3B,545,0,1,272,48.0,5440.0
neuropixels 1.0 - 3B,546,0,0,273,0.0,5460.0
neuropixels 1.0 - 3B,547,0,1,273,32.0,5460.0
neuropixels 1.0 - 3B,548,0,0,274,16.0,5480.0
neuropixels 1.0 - 3B,549,0,1,274,48.0,5480.0
neuropixels 1.0 - 3B,550,0,0,275,0.0,5500.0
neuropixels 1.0 - 3B,551,0,1,275,32.0,5500.0
neuropixels 1.0 - 3B,552,0,0,276,16.0,5520.0
neuropixels 1.0 - 3B,553,0,1,276,48.0,5520.0
neuropixels 1.0 - 3B,554,0,0,277,0.0,5540.0
neuropixels 1.0 - 3B,555,0,1,277,32.0,5540.0
neuropixels 1.0 - 3B,556,0,0,278,16.0,5560.0
neuropixels 1.0 - 3B,557,0,1,278,48.0,5560.0
neuropixels 1.0 - 3B,558,0,0,279,0.0,5580.0
neuropixels 1.0 - 3B,559,0,1,279,32.0,5580.0
neuropixels 1.0 - 3B,560,0,0,280,16.0,5600.0
neuropixels 1.0 - 3B,561,0,1,280,48.0,5600.0
neuropixels 1.0 - 3B,562,0,0,281,0.0,5620.0
neuropixels 1.0 - 3B,563,0,1,281,32.0,5620.0
neuropixels 1.0 - 3B,564,0,0,282,16.0,5640.0
neuropixels 1.0 - 3B,565,0,1,282,48.0,5640.0
neuropixels 1.0 - 3B,566,0,0,283,0.0,5660.0
neuropixels 1.0 - 3B,567,0,1,283,32.0,5660.0
neuropixels 1.0 - 3B,568,0,0,284,16.0,5680.0
neuropixels 1.0 - 3B,569,0,1,284,48.0,5680.0
neuropixels 1.0 - 3B,570,0,0,285,0.0,5700.0
neuropixels 1.0 - 3B,571,0,1,285,32.0,5700.0
neuropixels 1.0 - 3B,572,0,0,286,16.0,5720.0
neuropixels 1.0 - 3B,573,0,1,286,48.0,5720.0
neuropixels 1.0 - 3B,574,0,0,287,0.0,5740.0
neuropixels 1.0 - 3B,575,0,1,287,32.0,5740.0
neuropixels 1.0 - 3B,576,0,0,288,16.0,5760.0
neuropixels 1.0 - 3B,577,0,1,288,48.0,5760.0
neuropixels 1.0 - 3B,578,0,0,289,0.0,5780.0
neuropixels 1.0 - 3B,579,0,1,289,32.0,5780.0
neuropixels 1.0 - 3B,580,0,0,290,16.0,5800.0
neuropixels 1.0 - 3B,581,0,1,290,48.0,5800.0
neuropixels 1.0 - 3B,582,0,0,291,0.0,5820.0
neuropixels 1.0 - 3B,583,0,1,291,32.0,5820.0
neuropixels 1.0 - 3B,584,0,0,292,16.0,5840.0
neuropixels 1.0 - 3B,585,0,1,292,48.0,5840.0
neuropixels 1.0 - 3B,586,0,0,293,0.0,5860.0
neuropixels 1.0 - 3B,587,0,1,293,32.0,5860.0
neuropixels 1.0 - 3B,588,0,0,294,16.0,5880.0
neuropixels 1.0 - 3B,589,0,1,294,48.0,5880.0
neuropixels 1.0 - 3B,590,0,0,295,0.0,5900.0
neuropixels 1.0 - 3B,591,0,1,295,32.0,5900.0
neuropixels 1.0 - 3B,592,0,0,296,16.0,5920.0
neuropixels 1.0 - 3B,593,0,1,296,48.0,5920.0
neuropixels 1.0 - 3B,594,0,0,297,0.0,5940.0
neuropixels 1.0 - 3B,595,0,1,297,32.0,5940.0
neuropixels 1.0 - 3B,596,0,0,298,16.0,5960.0
neuropixels 1.0 - 3B,597,0,1,298,48.0,5960.0
neuropixels 1.0 - 3B,598,0,0,299,0.0,5980.0
neuropixels 1.0 - 3B,599,0,1,299,32.0,5980.0
neuropixels 1.0 - 3B,600,0,0,300,16.0,6000.0
neuropixels 1.0 - 3B,601,0,1,300,48.0,6000.0
neuropixels 1.0 - 3B,602,0,0,301,0.0,6020.0
neuropixels 1.0 - 3B,603,0,1,301,32.0,6020.0
neuropixels 1.0 - 3B,604,0,0,302,16.0,6040.0
neuropixels 1.0 - 3B,605,0,1,302,48.0,6040.0
neuropixels 1.0 - 3B,606,0,0,303,0.0,6060.0
neuropixels 1.0 - 3B,607,0,1,303,32.0,6060.0
neuropixels 1.0 - 3B,608,0,0,304,16.0,6080.0
neuropixels 1.0 - 3B,609,0,1,304,48.0,6080.0
neuropixels 1.0 - 3B,610,0,0,305,0.0,6100.0
neuropixels 1.0 - 3B,611,0,1,305,32.0,6100.0
neuropixels 1.0 - 3B,612,0,0,306,16.0,6120.0
neuropixels 1.0 - 3B,613,0,1,306,48.0,6120.0
neuropixels 1.0 - 3B,614,0,0,307,0.0,6140.0
neuropixels 1.0 - 3B,615,0,1,307,32.0,6140.0
neuropixels 1.0 - 3B,616,0,0,308,16.0,6160.0
neuropixels 1.0 - 3B,617,0,1,308,48.0,6160.0
neuropixels 1.0 - 3B,618,0,0,309,0.0,6180.0
neuropixels 1.0 - 3B,619,0,1,309,32.0,6180.0
neuropixels 1.0 - 3B,620,0,0,310,16.0,6200.0
neuropixels 1.0 - 3B,621,0,1,310,48.0,6200.0
neuropixels 1.0 - 3B,622,0,0,311,0.0,6220.0
neuropixels 1.0 - 3B,623,0,1,311,32.0,6220.0
neuropixels 1.0 - 3B,624,0,0,312,16.0,6240.0
neuropixels 1.0 - 3B,625,0,1,312,48.0,6240.0
neuropixels 1.0 - 3B,626,0,0,313,0.0,6260.0
neuropixels 1.0 - 3B,627,0,1,313,32.0,6260.0
neuropixels 1.0 - 3B,628,0,0,314,16.0,6280.0
neuropixels 1.0 - 3B,629,0,1,314,48.0,6280.0
neuropixels 1.0 - 3B,630,0,0,315,0.0,6300.0
neuropixels 1.0 - 3B,631,0,1,315,32.0,6300.0
neuropixels 1.0 - 3B,632,0,0,316,16.0,6320.0
neuropixels 1.0 - 3B,633,0,1,316,48.0,6320.0
neuropixels 1.0 - 3B,634,0,0,317,0.0,6340.0
neuropixels 1.0 - 3B,635,0,1,317,32.0,6340.0
neuropixels 1.0 - 3B,636,0,0,318,16.0,6360.0
neuropixels 1.0 - 3B,637,0,1,318,48.0,6360.0
neuropixels 1.0 - 3B,638,0,0,319,0.0,6380.0
neuropixels 1.0 - 3B,639,0,1,319,32.0,6380.0
neuropixels 1.0 - 3B,640,0,0,320,16.0,6400.0
neuropixels 1.0 - 3B,641,0,1,320,48.0,6400.0
neuropixels 1.0 - 3B,642,0,0,321,0.0,6420.0
neuropixels 1.0 - 3B,643,0,1,321,32.0,6420.0
neuropixels 1.0 - 3B,644,0,0,322,16.0,6440.0
neuropixels 1.0 - 3B,645,0,1,322,48.0,6440.0
neuropixels 1.0 - 3B,646,0,0,323,0.0,6460.0
neuropixels 1.0 - 3B,647,0,1,323,32.0,6460.0
neuropixels 1.0 - 3B,648,0,0,324,16.0,6480.0
neuropixels 1.0 - 3B,649,0,1,324,48.0,6480.0
neuropixels 1.0 - 3B,650,0,0,325,0.0,6500.0
neuropixels 1.0 - 3B,651,0,1,325,32.0,6500.0
neuropixels 1.0 - 3B,652,0,0,326,16.0,6520.0
neuropixels 1.0 - 3B,653,0,1,326,48.0,6520.0
neuropixels 1.0 - 3B,654,0,0,327,0.0,6540.0
neuropixels 1.0 - 3B,655,0,1,327,32.0,6540.0
neuropixels 1.0 - 3B,656,0,0,328,16.0,6560.0
neuropixels 1.0 - 3B,657,0,1,328,48.0,6560.0
neuropixels 1.0 - 3B,658,0,0,329,0.0,6580.0
neuropixels 1.0 - 3B,659,0,1,329,32.0,6580.0
neuropixels 1.0 - 3B,660,0,0,330,16.0,6600.0
neuropixels 1.0 - 3B,661,0,1,330,48.0,6600.0
neuropixels 1.0 - 3B,662,0,0,331,0.0,6620.0
neuropixels 1.0 - 3B,663,0,1,331,32.0,6620.0
neuropixels 1.0 - 3B,664,0,0,332,16.0,6640.0
neuropixels 1.0 - 3B,665,0,1,332,48.0,6640.0
neuropixels 1.0 - 3B,666,0,0,333,0.0,6660.0
neuropixels 1.0 - 3B,667,0,1,333,32.0,6660.0
neuropixels 1.0 - 3B,668,0,0,334,16.0,6680.0
neuropixels 1.0 - 3B,669,0,1,334,48.0,6680.0
neuropixels 1.0 - 3B,670,0,0,335,0.0,6700.0
neuropixels 1.0 - 3B,671,0,1,335,32.0,6700.0
neuropixels 1.0 - 3B,672,0,0,336,16.0,6720.0
neuropixels 1.0 - 3B,673,0,1,336,48.0,6720.0
neuropixels 1.0 - 3B,674,0,0,337,0.0,6740.0
neuropixels 1.0 - 3B,675,0,1,337,32.0,6740.0
neuropixels 1.0 - 3B,676,0,0,338,16.0,6760.0
neuropixels 1.0 - 3B,677,0,1,338,48.0,6760.0
neuropixels 1.0 - 3B,678,0,0,339,0.0,6780.0
neuropixels 1.0 - 3B,679,0,1,339,32.0,6780.0
neuropixels 1.0 - 3B,680,0,0,340,16.0,6800.0
neuropixels 1.0 - 3B,681,0,1,340,48.0,6800.0
neuropixels 1.0 - 3B,682,0,0,341,0.0,6820.0
neuropixels 1.0 - 3B,683,0,1,341,32.0,6820.0
neuropixels 1.0 - 3B,684,0,0,342,16.0,6840.0
neuropixels 1.0 - 3B,685,0,1,342,48.0,6840.0
neuropixels 1.0 - 3B,686,0,0,343,0.0,6860.0
neuropixels 1.0 - 3B,687,0,1,343,32.0,6860.0
neuropixels 1.0 - 3B,688,0,0,344,16.0,6880.0
neuropixels 1.0 - 3B,689,0,1,344,48.0,6880.0
neuropixels 1.0 - 3B,690,0,0,345,0.0,6900.0
neuropixels 1.0 - 3B,691,0,1,345,32.0,6900.0
neuropixels 1.0 - 3B,692,0,0,346,16.0,6920.0
neuropixels 1.0 - 3B,693,0,1,346,48.0,6920.0
neuropixels 1.0 - 3B,694,0,0,347,0.0,6940.0
neuropixels 1.0 - 3B,695,0,1,347,32.0,6940.0
neuropixels 1.0 - 3B,696,0,0,348,16.0,6960.0
neuropixels 1.0 - 3B,697,0,1,348,48.0,6960.0
neuropixels 1.0 - 3B,698,0,0,349,0.0,6980.0
neuropixels 1.0 - 3B,699,0,1,349,32.0,6980.0
neuropixels 1.0 - 3B,700,0,0,350,16.0,7000.0
neuropixels 1.0 - 3B,701,0,1,350,48.0,7000.0
neuropixels 1.0 - 3B,702,0,0,351,0.0,7020.0
neuropixels 1.0 - 3B,703,0,1,351,32.0,7020.0
neuropixels 1.0 - 3B,704,0,0,352,16.0,7040.0
neuropixels 1.0 - 3B,705,0,1,352,48.0,7040.0
neuropixels 1.0 - 3B,706,0,0,353,0.0,7060.0
neuropixels 1.0 - 3B,707,0,1,353,32.0,7060.0
neuropixels 1.0 - 3B,708,0,0,354,16.0,7080.0
neuropixels 1.0 - 3B,709,0,1,354,48.0,7080.0
neuropixels 1.0 - 3B,710,0,0,355,0.0,7100.0
neuropixels 1.0 - 3B,711,0,1,355,32.0,7100.0
neuropixels 1.0 - 3B,712,0,0,356,16.0,7120.0
neuropixels 1.0 - 3B,713,0,1,356,48.0,7120.0
neuropixels 1.0 - 3B,714,0,0,357,0.0,7140.0
neuropixels 1.0 - 3B,715,0,1,357,32.0,7140.0
neuropixels 1.0 - 3B,716,0,0,358,16.0,7160.0
neuropixels 1.0 - 3B,717,0,1,358,48.0,7160.0
neuropixels 1.0 - 3B,718,0,0,359,0.0,7180.0
neuropixels 1.0 - 3B,719,0,1,359,32.0,7180.0
neuropixels 1.0 - 3B,720,0,0,360,16.0,7200.0
neuropixels 1.0 - 3B,721,0,1,360,48.0,7200.0
neuropixels 1.0 - 3B,722,0,0,361,0.0,7220.0
neuropixels 1.0 - 3B,723,0,1,361,32.0,7220.0
neuropixels 1.0 - 3B,724,0,0,362,16.0,7240.0
neuropixels 1.0 - 3B,725,0,1,362,48.0,7240.0
neuropixels 1.0 - 3B,726,0,0,363,0.0,7260.0
neuropixels 1.0 - 3B,727,0,1,363,32.0,7260.0
neuropixels 1.0 - 3B,728,0,0,364,16.0,7280.0
neuropixels 1.0 - 3B,729,0,1,364,48.0,7280.0
neuropixels 1.0 - 3B,730,0,0,365,0.0,7300.0
neuropixels 1.0 - 3B,731,0,1,365,32.0,7300.0
neuropixels 1.0 - 3B,732,0,0,366,16.0,7320.0
neuropixels 1.0 - 3B,733,0,1,366,48.0,7320.0
neuropixels 1.0 - 3B,734,0,0,367,0.0,7340.0
neuropixels 1.0 - 3B,735,0,1,367,32.0,7340.0
neuropixels 1.0 - 3B,736,0,0,368,16.0,7360.0
neuropixels 1.0 - 3B,737,0,1,368,48.0,7360.0
neuropixels 1.0 - 3B,738,0,0,369,0.0,7380.0
neuropixels 1.0 - 3B,739,0,1,369,32.0,7380.0
neuropixels 1.0 - 3B,740,0,0,370,16.0,7400.0
neuropixels 1.0 - 3B,741,0,1,370,48.0,7400.0
neuropixels 1.0 - 3B,742,0,0,371,0.0,7420.0
neuropixels 1.0 - 3B,743,0,1,371,32.0,7420.0
neuropixels 1.0 - 3B,744,0,0,372,16.0,7440.0
neuropixels 1.0 - 3B,745,0,1,372,48.0,7440.0
neuropixels 1.0 - 3B,746,0,0,373,0.0,7460.0
neuropixels 1.0 - 3B,747,0,1,373,32.0,7460.0
neuropixels 1.0 - 3B,748,0,0,374,16.0,7480.0
neuropixels 1.0 - 3B,749,0,1,374,48.0,7480.0
neuropixels 1.0 - 3B,750,0,0,375,0.0,7500.0
